change_id,table,key,action,reasoning,Model,field,value,D,Reasoning D,I,Reasoning I
2658,evidence,,add,"A March 2026 podcast episode description directly ties Oberweis to discussion of AI-assisted legislative tools and AI-driven analytics. It is relevant AI-related evidence, but too thin and ambiguous on AI safety/governance to justify changing the verdict from no_record.",Codex,Candidate_Key,Florida|House FL-19|Jim Oberweis,,,,
2658,evidence,,add,"A March 2026 podcast episode description directly ties Oberweis to discussion of AI-assisted legislative tools and AI-driven analytics. It is relevant AI-related evidence, but too thin and ambiguous on AI safety/governance to justify changing the verdict from no_record.",Codex,Source_Description,Discussed AI-assisted legislative tools and AI-driven constituent analytics (Patriot Party Podcast),,,,
2658,evidence,,add,"A March 2026 podcast episode description directly ties Oberweis to discussion of AI-assisted legislative tools and AI-driven analytics. It is relevant AI-related evidence, but too thin and ambiguous on AI safety/governance to justify changing the verdict from no_record.",Codex,URL,https://music.amazon.it/podcasts/634b0a62-0817-438e-91d3-69524c5f9513/the-patriot-party-we-put-the-constitution-and-america-first,,,,
2659,evidence,2459,mod,"The current evidence is a generic Wikipedia election page. Howard Sapp's official campaign issues page is a more direct source for verifying the candidate and reviewing his stated priorities, and web search did not surface any direct AI-related record that would justify a verdict change.",Codex,Source_Description,Campaign issues page and policy priorities (Campaign Website),,,,
2659,evidence,2459,mod,"The current evidence is a generic Wikipedia election page. Howard Sapp's official campaign issues page is a more direct source for verifying the candidate and reviewing his stated priorities, and web search did not surface any direct AI-related record that would justify a verdict change.",Codex,URL,https://www.hsapp4congress.com/issues,,,,
2660,evidence,2460,mod,"The current Wikipedia election page is an indirect source. A direct official FEC candidate page better verifies Victor Arias's active candidacy, and web search did not surface any meaningful AI-related record to support a verdict change.",Codex,Source_Description,Filed as Democratic House candidate for Florida's 19th District (FEC),,,,
2660,evidence,2460,mod,"The current Wikipedia election page is an indirect source. A direct official FEC candidate page better verifies Victor Arias's active candidacy, and web search did not surface any meaningful AI-related record to support a verdict change.",Codex,URL,https://www.fec.gov/data/candidate/H6FL19277/,,,,
2661,evidence,2461,del,"Current row is a generic Wikipedia election page, not direct evidence about the candidate or his AI-related record. It should be replaced with a more direct official source.",Codex,,,,,,
2662,evidence,,add,Added a direct official source verifying Jared Kane's candidacy after finding no meaningful direct AI-related record. This preserves verifiable identity/candidacy evidence while removing the weak Wikipedia row.,Codex,Candidate_Key,Florida|House FL-19|Jared Kane,,,,
2662,evidence,,add,Added a direct official source verifying Jared Kane's candidacy after finding no meaningful direct AI-related record. This preserves verifiable identity/candidacy evidence while removing the weak Wikipedia row.,Codex,Source_Description,Filed for Florida's 19th congressional district race (FEC),,,,
2662,evidence,,add,Added a direct official source verifying Jared Kane's candidacy after finding no meaningful direct AI-related record. This preserves verifiable identity/candidacy evidence while removing the weak Wikipedia row.,Codex,URL,https://www.fec.gov/data/candidate/H6FL19202/,,,,
2663,evidence,2444,del,Current row is a generic Wikipedia election page and is weaker than direct sources documenting her AI-related record.,Codex,,,,,,
2664,evidence,,add,Direct committee-hearing source shows Cherfilus-McCormick calling for privacy scrutiny as the VA expands AI use.,Codex,Candidate_Key,Florida|House FL-20|Sheila Cherfilus-McCormick,,,,
2664,evidence,,add,Direct committee-hearing source shows Cherfilus-McCormick calling for privacy scrutiny as the VA expands AI use.,Codex,Source_Description,Urged data privacy scrutiny as VA expands AI use (Congress.gov),,,,
2664,evidence,,add,Direct committee-hearing source shows Cherfilus-McCormick calling for privacy scrutiny as the VA expands AI use.,Codex,URL,https://www.congress.gov/event/118th-congress/house-event/LC73581/text,,,,
2665,evidence,,add,Direct bill source shows Cherfilus-McCormick cosponsored election-focused AI guardrails.,Codex,Candidate_Key,Florida|House FL-20|Sheila Cherfilus-McCormick,,,,
2665,evidence,,add,Direct bill source shows Cherfilus-McCormick cosponsored election-focused AI guardrails.,Codex,Source_Description,Cosponsored bill banning AI voter deception and requiring disclaimers (Congress.gov),,,,
2665,evidence,,add,Direct bill source shows Cherfilus-McCormick cosponsored election-focused AI guardrails.,Codex,URL,https://www.congress.gov/bill/118th-congress/house-bill/8858/text,,,,
2666,candidates,Florida|House FL-20|Sheila Cherfilus-McCormick,mod,"Multiple direct sources now show a limited but meaningful record supporting AI governance and safeguards, which is stronger than no_record but still not broad enough for a stronger verdict.",Codex,Verdict,nuanced,,,,
2667,evidence,2445,mod,"Replace a news article about a potential run and a negative-assertion description with the candidate's active official campaign website, which is a more direct and durable source for identity/candidacy. Web search found no meaningful direct AI-related record to support a verdict change.",Codex,Source_Description,Official FL-20 campaign website and platform (Campaign Website),,,,
2667,evidence,2445,mod,"Replace a news article about a potential run and a negative-assertion description with the candidate's active official campaign website, which is a more direct and durable source for identity/candidacy. Web search found no meaningful direct AI-related record to support a verdict change.",Codex,URL,https://www.luthercampbellforcongress.com/,,,,
2668,evidence,2446,mod,"Current row is a generic Wikipedia election page. The campaign issues page is a direct candidate source and better supports a neutral no-record assessment after web searches found no explicit AI-related position, statement, or record.",Codex,Source_Description,"Campaign issues page lists economic, education, healthcare, and housing priorities (Campaign Website)",,,,
2668,evidence,2446,mod,"Current row is a generic Wikipedia election page. The campaign issues page is a direct candidate source and better supports a neutral no-record assessment after web searches found no explicit AI-related position, statement, or record.",Codex,URL,https://holnessforcongress.com/issues/,,,,
2669,evidence,2447,del,Current row is a generic Wikipedia election page and not direct evidence of the candidate’s AI-related record. It should be replaced with a direct campaign source.,Codex,,,,,,
2670,evidence,,add,"The campaign’s own issues page directly shows Elijah Manley has a Data, AI, and Digital Economy issue section, but it does not surface a substantive AI policy position. This supports keeping the verdict at no_record while replacing the weak Wikipedia row.",Codex,Candidate_Key,Florida|House FL-20|Elijah Manley,,,,
2670,evidence,,add,"The campaign’s own issues page directly shows Elijah Manley has a Data, AI, and Digital Economy issue section, but it does not surface a substantive AI policy position. This supports keeping the verdict at no_record while replacing the weak Wikipedia row.",Codex,Source_Description,"Campaign issues page includes Data, AI, and Digital Economy section (Campaign Website)",,,,
2670,evidence,,add,"The campaign’s own issues page directly shows Elijah Manley has a Data, AI, and Digital Economy issue section, but it does not surface a substantive AI policy position. This supports keeping the verdict at no_record while replacing the weak Wikipedia row.",Codex,URL,https://www.elijahmanley.com/issues/data-artificial-intelligence,,,,
2671,evidence,2448,mod,The current Wikipedia election page is an indirect source. A direct FEC filing better verifies Moise's active 2026 candidacy for FL-20.,Codex,Source_Description,"Filed House FL-20 campaign committee paperwork on Jan. 20, 2026 (FEC)",,,,
2671,evidence,2448,mod,The current Wikipedia election page is an indirect source. A direct FEC filing better verifies Moise's active 2026 candidacy for FL-20.,Codex,URL,https://docquery.fec.gov/pdf/862/202601209794090862/202601209794090862.pdf,,,,
2672,evidence,,add,"Moise's campaign issues page contains a direct AI-related policy statement about AI data centers, consumer electricity costs, and subsidy conditions.",Codex,Candidate_Key,Florida|House FL-20|Rudy Moise,,,,
2672,evidence,,add,"Moise's campaign issues page contains a direct AI-related policy statement about AI data centers, consumer electricity costs, and subsidy conditions.",Codex,Source_Description,Says AI data centers should self-power or pay higher rates (Campaign Website),,,,
2672,evidence,,add,"Moise's campaign issues page contains a direct AI-related policy statement about AI data centers, consumer electricity costs, and subsidy conditions.",Codex,URL,https://www.moiseforcongress.com/issues-long,,,,
2673,candidates,Florida|House FL-20|Rudy Moise,mod,"The revised evidence includes a direct, official AI-related platform statement, so `no_record` no longer fits. The record is still narrow and limited to one campaign policy signal, which supports `nuanced` rather than `nice` or `naughty`.",Codex,Verdict,nuanced,,,,
2674,evidence,2449,mod,"Replace a generic Wikipedia election page with a more direct, candidate-specific current source. Recent web results indicate Mark Douglas is still running in FL-20, but I found no meaningful direct AI-related record and no evidence he is out of the race, so Verdict and Status should remain unchanged.",Codex,Source_Description,Running for U.S. House in Florida District 20 (OpenCampaign),,,,
2674,evidence,2449,mod,"Replace a generic Wikipedia election page with a more direct, candidate-specific current source. Recent web results indicate Mark Douglas is still running in FL-20, but I found no meaningful direct AI-related record and no evidence he is out of the race, so Verdict and Status should remain unchanged.",Codex,URL,https://www.opencampaign.com/politicians-in-united-states/198845/mark-douglas,,,,
2675,evidence,2450,mod,The current Wikipedia election-page row is indirect and can be replaced with a direct campaign source that verifies Dorce's candidacy.,Codex,Source_Description,Campaign homepage for her FL-20 run (Campaign Website),,,,
2675,evidence,2450,mod,The current Wikipedia election-page row is indirect and can be replaced with a direct campaign source that verifies Dorce's candidacy.,Codex,URL,https://www.sendraforcongress.com/,,,,
2676,evidence,,add,"Dorce has at least one direct AI-adjacent source on her own website, but it does not establish a clear AI governance or safety stance, so it adds context without changing the verdict.",Codex,Candidate_Key,Florida|House FL-20|Sendra Dorce,,,,
2676,evidence,,add,"Dorce has at least one direct AI-adjacent source on her own website, but it does not establish a clear AI governance or safety stance, so it adds context without changing the verdict.",Codex,Source_Description,Sells a book and course on emotional intelligence and AI (Personal Website),,,,
2676,evidence,,add,"Dorce has at least one direct AI-adjacent source on her own website, but it does not establish a clear AI governance or safety stance, so it adds context without changing the verdict.",Codex,URL,https://sendormediation.com/shop-2/,,,,
2677,evidence,2451,mod,"The current Wikipedia election-page source is generic and weak. A direct official FEC filing better verifies this candidacy. I did not find meaningful direct evidence of an AI-related record, and I found no basis to mark the candidate out of the race, so Verdict and Status should remain unchanged.",Codex,Source_Description,Filed 2026 House FL-20 statement of candidacy (FEC),,,,
2677,evidence,2451,mod,"The current Wikipedia election-page source is generic and weak. A direct official FEC filing better verifies this candidacy. I did not find meaningful direct evidence of an AI-related record, and I found no basis to mark the candidate out of the race, so Verdict and Status should remain unchanged.",Codex,URL,https://docquery.fec.gov/pdf/695/202603129837937695/202603129837937695.pdf,,,,
2678,evidence,2452,mod,"Current evidence is a generic Wikipedia election page rather than a direct source. The candidate's official campaign website is a better primary source and directly supports a neutral, tech-adjacent description, but it does not show a meaningful AI-specific record, so Verdict and Status stay unchanged.",Codex,Source_Description,"Campaign priorities mention border technology, STEM, and technology jobs (Campaign Website)",,,,
2678,evidence,2452,mod,"Current evidence is a generic Wikipedia election page rather than a direct source. The candidate's official campaign website is a better primary source and directly supports a neutral, tech-adjacent description, but it does not show a meaningful AI-specific record, so Verdict and Status stay unchanged.",Codex,URL,https://rodjosephforcongress.com/,,,,
2679,evidence,2440,del,"Current row is a generic Wikipedia election page, not a direct AI-related source, and it is being replaced with direct official sources.",Codex,,,,,,
2680,evidence,,add,Direct official source showing Mast introduced AI legislation focused on export oversight and restricting adversary access to advanced AI.,Codex,Candidate_Key,Florida|House FL-21|Brian Mast,,,,
2680,evidence,,add,Direct official source showing Mast introduced AI legislation focused on export oversight and restricting adversary access to advanced AI.,Codex,Source_Description,Introduced AI OVERWATCH Act for AI chip export oversight and China controls (House Committee Website),,,,
2680,evidence,,add,Direct official source showing Mast introduced AI legislation focused on export oversight and restricting adversary access to advanced AI.,Codex,URL,https://foreignaffairs.house.gov/news/press-releases/chairman-mast-introduces-ai-overwatch-act-to-secure-america-s-technological-dominance,,,,
2681,evidence,,add,Direct official source showing Mast backed tighter controls to stop advanced AI chip diversion to foreign adversaries.,Codex,Candidate_Key,Florida|House FL-21|Brian Mast,,,,
2681,evidence,,add,Direct official source showing Mast backed tighter controls to stop advanced AI chip diversion to foreign adversaries.,Codex,Source_Description,Backed Chip Security Act to stop advanced AI chip smuggling to adversaries (House Committee Website),,,,
2681,evidence,,add,Direct official source showing Mast backed tighter controls to stop advanced AI chip diversion to foreign adversaries.,Codex,URL,https://foreignaffairs.house.gov/news/press-releases/chairman-mast-hfac-advances-chip-security-act,,,,
2682,evidence,,add,Direct official source showing Mast also supports expanding U.S. AI infrastructure for global competition with China.,Codex,Candidate_Key,Florida|House FL-21|Brian Mast,,,,
2682,evidence,,add,Direct official source showing Mast also supports expanding U.S. AI infrastructure for global competition with China.,Codex,Source_Description,Called for stronger U.S. AI infrastructure to compete with China (House Rep Website),,,,
2682,evidence,,add,Direct official source showing Mast also supports expanding U.S. AI infrastructure for global competition with China.,Codex,URL,https://mast.house.gov/2025/1/commitment-to-infrastructure,,,,
2683,candidates,Florida|House FL-21|Brian Mast,mod,"After replacing the generic election page with multiple direct official AI sources, Mast no longer fits no_record. His record is real but mixed: export controls and oversight on national security grounds alongside pro-expansion, pro-competition AI infrastructure rhetoric.",Codex,Verdict,nuanced,,,,
2684,evidence,2441,mod,"The current row points to a generic Wikipedia election page. I found no direct AI-related statements from Pia Dandiya after searching campaign and web sources, so the verdict remains no_record. The evidence row should be updated to a direct official source that verifies the candidacy rather than keeping the indirect Wikipedia page.",Codex,Source_Description,Official campaign biography and platform overview (Campaign Website),,,,
2684,evidence,2441,mod,"The current row points to a generic Wikipedia election page. I found no direct AI-related statements from Pia Dandiya after searching campaign and web sources, so the verdict remains no_record. The evidence row should be updated to a direct official source that verifies the candidacy rather than keeping the indirect Wikipedia page.",Codex,URL,https://piaforcongress.com/,,,,
2685,evidence,2442,mod,Current evidence is a weak Wikipedia election-page source. The Florida Division of Elections page is a more direct official source and confirms James Martin is an active candidate; I did not find stronger direct AI-related evidence that would justify changing the verdict from no_record.,Codex,Source_Description,Active Democratic candidate for U.S. House District 21 (Florida Division of Elections),,,,
2685,evidence,2442,mod,Current evidence is a weak Wikipedia election-page source. The Florida Division of Elections page is a more direct official source and confirms James Martin is an active candidate; I did not find stronger direct AI-related evidence that would justify changing the verdict from no_record.,Codex,URL,https://dos.elections.myflorida.com/candidates/CanDetail.asp?account=89846,,,,
2686,evidence,2443,mod,"The current row relies on a general Wikipedia election page. A direct FEC candidate page is a better primary source for Bernard Taylor's active candidacy, and web search did not surface any direct AI-related statements or actions to replace it with stronger AI evidence.",Codex,Source_Description,FEC candidate filing for Florida House District 21 (FEC),,,,
2686,evidence,2443,mod,"The current row relies on a general Wikipedia election page. A direct FEC candidate page is a better primary source for Bernard Taylor's active candidacy, and web search did not surface any direct AI-related statements or actions to replace it with stronger AI evidence.",Codex,URL,https://www.fec.gov/data/candidate/H6FL21034/,,,,
2687,evidence,2437,del,"Current row is a generic Wikipedia election page. More direct, candidate-specific AI evidence exists and is added in this batch.",Codex,,,,,,
2688,evidence,,add,Direct congressional source showing Frankel cosponsored an AI guardrail measure in Medicare.,Codex,Candidate_Key,Florida|House FL-22|Lois Frankel,,,,
2688,evidence,,add,Direct congressional source showing Frankel cosponsored an AI guardrail measure in Medicare.,Codex,Source_Description,Cosponsored resolution opposing AI Medicare coverage determinations (Congress.gov),,,,
2688,evidence,,add,Direct congressional source showing Frankel cosponsored an AI guardrail measure in Medicare.,Codex,URL,https://www.congress.gov/bill/119th-congress/house-resolution/694/all-info,,,,
2689,evidence,,add,Direct congressional source showing Frankel also backed AI-related defense innovation through U.S.-Israel cooperation.,Codex,Candidate_Key,Florida|House FL-22|Lois Frankel,,,,
2689,evidence,,add,Direct congressional source showing Frankel also backed AI-related defense innovation through U.S.-Israel cooperation.,Codex,Source_Description,Cosponsored U.S.-Israel defense bill authorizing joint AI R&D (Congress.gov),,,,
2689,evidence,,add,Direct congressional source showing Frankel also backed AI-related defense innovation through U.S.-Israel cooperation.,Codex,URL,https://www.congress.gov/bill/119th-congress/house-bill/1229/all-info,,,,
2690,candidates,Florida|House FL-22|Lois Frankel,mod,"The revised record no longer fits no_record. Frankel has multiple direct AI-related actions, but they point in mixed directions: one supports guardrails in Medicare, another supports AI defense R&D.",Codex,Verdict,nuanced,,,,
2691,evidence,2438,mod,"The current row uses a generic Wikipedia election overview. A direct FEC candidate page is a better source for verifying Doyle's active candidacy, and web search did not surface meaningful AI-specific statements or actions supporting a verdict change.",Codex,Source_Description,FEC candidate filing for Florida House District 22 (FEC),,,,
2691,evidence,2438,mod,"The current row uses a generic Wikipedia election overview. A direct FEC candidate page is a better source for verifying Doyle's active candidacy, and web search did not surface meaningful AI-specific statements or actions supporting a verdict change.",Codex,URL,https://www.fec.gov/data/candidate/H6FL22107/,,,,
2692,evidence,2439,mod,"Replace the weak Wikipedia election-page source with Ian Blake's official FEC Statement of Candidacy. Web search found no meaningful direct AI-related record and no evidence that he has exited the race, so Status and Verdict should remain unchanged.",Codex,Source_Description,Filed House candidacy for Florida's 22nd District (FEC),,,,
2692,evidence,2439,mod,"Replace the weak Wikipedia election-page source with Ian Blake's official FEC Statement of Candidacy. Web search found no meaningful direct AI-related record and no evidence that he has exited the race, so Status and Verdict should remain unchanged.",Codex,URL,https://docquery.fec.gov/pdf/677/202508049789385677/202508049789385677.pdf,,,,
2693,evidence,2435,del,Current row is a generic Wikipedia election page and not direct evidence about the candidate's AI-related record.,Codex,,,,,,
2694,evidence,,add,Direct official legislative source shows Wilson cosponsored the Artificial Intelligence Civil Rights Act of 2025.,Codex,Candidate_Key,Florida|House FL-24|Frederica Wilson,,,,
2694,evidence,,add,Direct official legislative source shows Wilson cosponsored the Artificial Intelligence Civil Rights Act of 2025.,Codex,Source_Description,Cosponsored AI civil rights bill creating algorithmic rights protections (Congress.gov),,,,
2694,evidence,,add,Direct official legislative source shows Wilson cosponsored the Artificial Intelligence Civil Rights Act of 2025.,Codex,URL,https://www.congress.gov/bill/119th-congress/house-bill/6356/all-info,,,,
2695,evidence,,add,Official House page shows Wilson requested community project funding that explicitly includes artificial intelligence/machine learning for Everglades monitoring and restoration work.,Codex,Candidate_Key,Florida|House FL-24|Frederica Wilson,,,,
2695,evidence,,add,Official House page shows Wilson requested community project funding that explicitly includes artificial intelligence/machine learning for Everglades monitoring and restoration work.,Codex,Source_Description,Requested Everglades funding using AI/ML for climate monitoring (House Rep Website),,,,
2695,evidence,,add,Official House page shows Wilson requested community project funding that explicitly includes artificial intelligence/machine learning for Everglades monitoring and restoration work.,Codex,URL,https://wilson.house.gov/fiscal-year-2026-community-projects,,,,
2696,candidates,Florida|House FL-24|Frederica Wilson,mod,"After replacing the weak identity-only source, there is now a limited but meaningful AI record: support for AI civil-rights guardrails and public-interest AI/ML research funding. That is stronger than no_record but still too thin for a clearly nice rating.",Codex,Verdict,nuanced,,,,
2697,evidence,2436,mod,Current row uses a generic Wikipedia election page. Replacing it with the candidate’s direct FEC page provides an official source verifying her 2026 House FL-24 candidacy; web search did not surface meaningful AI-related statements or actions supporting a verdict change.,Codex,Source_Description,2026 House FL-24 candidate filing and committee page (FEC),,,,
2697,evidence,2436,mod,Current row uses a generic Wikipedia election page. Replacing it with the candidate’s direct FEC page provides an official source verifying her 2026 House FL-24 candidacy; web search did not surface meaningful AI-related statements or actions supporting a verdict change.,Codex,URL,https://www.fec.gov/data/candidate/H2FL24052/,,,,
2698,evidence,2432,del,The current Wikipedia election-page row is indirect and not AI-specific. It should be replaced with direct official sources about the candidate's AI-related record.,Codex,,,,,,
2699,evidence,,add,"Official House source shows Wasserman Schultz directly pressed tech platforms on online hate, algorithm transparency, and possible regulation.",Codex,Candidate_Key,Florida|House FL-25|Debbie Wasserman Schultz,,,,
2699,evidence,,add,"Official House source shows Wasserman Schultz directly pressed tech platforms on online hate, algorithm transparency, and possible regulation.",Codex,Source_Description,Pressed tech platforms on algorithm transparency and online-hate regulation (House Rep Website),,,,
2699,evidence,,add,"Official House source shows Wasserman Schultz directly pressed tech platforms on online hate, algorithm transparency, and possible regulation.",Codex,URL,https://wassermanschultz.house.gov/news/documentsingle.aspx?DocumentID=2887,,,,
2700,evidence,,add,Official House source shows Wasserman Schultz explicitly backing responsible AI regulation and mitigation of AI-driven harms online.,Codex,Candidate_Key,Florida|House FL-25|Debbie Wasserman Schultz,,,,
2700,evidence,,add,Official House source shows Wasserman Schultz explicitly backing responsible AI regulation and mitigation of AI-driven harms online.,Codex,Source_Description,Backed responsible AI regulation to reduce online hate and algorithmic harms (House Rep Website),,,,
2700,evidence,,add,Official House source shows Wasserman Schultz explicitly backing responsible AI regulation and mitigation of AI-driven harms online.,Codex,URL,https://wassermanschultz.house.gov/news/documentsingle.aspx?DocumentID=3123,,,,
2701,candidates,Florida|House FL-25|Debbie Wasserman Schultz,mod,"After replacing the weak Wikipedia row with two direct official sources, the candidate no longer fits no_record. The record is real but narrow and issue-specific, so nuanced is the best fit.",Codex,Verdict,nuanced,,,,
2702,evidence,2433,mod,The current Wikipedia election page is an indirect identity source. The FEC committee page is a stronger direct source confirming Carbonara's candidacy.,Codex,Source_Description,Active Republican House candidate in Florida 25 (FEC),,,,
2702,evidence,2433,mod,The current Wikipedia election page is an indirect identity source. The FEC committee page is a stronger direct source confirming Carbonara's candidacy.,Codex,URL,https://www.fec.gov/data/committee/C00901793/,,,,
2703,evidence,,add,Carbonara has a direct AI-related public record through an article published under his byline describing AI use in compliance workflows.,Codex,Candidate_Key,Florida|House FL-25|Michael Carbonara,,,,
2703,evidence,,add,Carbonara has a direct AI-related public record through an article published under his byline describing AI use in compliance workflows.,Codex,Source_Description,Backed AI for KYC and AML compliance (Entrepreneur),,,,
2703,evidence,,add,Carbonara has a direct AI-related public record through an article published under his byline describing AI use in compliance workflows.,Codex,URL,https://www.entrepreneur.com/en-ae/finance/how-blockchain-and-ai-are-combatting-financial-crime/443787,,,,
2704,evidence,,add,"A company announcement identifies Carbonara as CEO while describing AI-enabled fertility and genome-analysis tools, adding another direct AI-related signal.",Codex,Candidate_Key,Florida|House FL-25|Michael Carbonara,,,,
2704,evidence,,add,"A company announcement identifies Carbonara as CEO while describing AI-enabled fertility and genome-analysis tools, adding another direct AI-related signal.",Codex,Source_Description,CEO of firm promoting AI fertility genome analysis (Gattaca),,,,
2704,evidence,,add,"A company announcement identifies Carbonara as CEO while describing AI-enabled fertility and genome-analysis tools, adding another direct AI-related signal.",Codex,URL,https://www.globenewswire.com/news-release/2024/02/06/2823989/0/en/Gattaca-Genomics-Leads-the-Way-in-Revolutionizing-Fertility-with-Artificial-Intelligence-for-Full-Genome-Analysis-Including-Preimplantation-Genetic-Testing-and-Genetic-Counseling.html,,,,
2705,candidates,Florida|House FL-25|Michael Carbonara,mod,"After replacing the weak identity row and adding two direct AI-related sources, Carbonara no longer fits `no_record`. The evidence shows an AI-related business record but not a clear AI safety policy stance, which is better captured as `nuanced`.",Codex,Verdict,nuanced,,,,
2706,evidence,2434,del,The current row is a generic Wikipedia election-page link. Direct candidate sources are available and are preferable under the evidence rules.,Codex,,,,,,
2707,evidence,,add,"Replace the generic election-page source with the candidate's official campaign issues page. It is a direct source and shows her stated priorities, but no AI-specific position was found.",Codex,Candidate_Key,Florida|House FL-25|Claudia Villatoro,,,,
2707,evidence,,add,"Replace the generic election-page source with the candidate's official campaign issues page. It is a direct source and shows her stated priorities, but no AI-specific position was found.",Codex,Source_Description,"Campaign issues page highlights border, taxes, and crime priorities (Campaign Website)",,,,
2707,evidence,,add,"Replace the generic election-page source with the candidate's official campaign issues page. It is a direct source and shows her stated priorities, but no AI-specific position was found.",Codex,URL,https://www.villatoroforcongress.com/,,,,
2708,evidence,,add,"Add an official government source confirming Villatoro is an active 2026 House candidate, so the remaining evidence is not dependent on third-party election pages.",Codex,Candidate_Key,Florida|House FL-25|Claudia Villatoro,,,,
2708,evidence,,add,"Add an official government source confirming Villatoro is an active 2026 House candidate, so the remaining evidence is not dependent on third-party election pages.",Codex,Source_Description,Active FEC committee for 2026 House campaign (FEC),,,,
2708,evidence,,add,"Add an official government source confirming Villatoro is an active 2026 House candidate, so the remaining evidence is not dependent on third-party election pages.",Codex,URL,https://www.fec.gov/data/committee/C00916981/,,,,
2709,evidence,2429,mod,The current Wikipedia statewide election page is an indirect identity source. A direct official campaign source is available and better verifies the candidate's candidacy. Web search did not surface clear direct AI-specific evidence strong enough to change the verdict.,Codex,Source_Description,Official Mario Diaz-Balart for Congress website (Campaign Website),,,,
2709,evidence,2429,mod,The current Wikipedia statewide election page is an indirect identity source. A direct official campaign source is available and better verifies the candidate's candidacy. Web search did not surface clear direct AI-specific evidence strong enough to change the verdict.,Codex,URL,https://mariodiazbalart.org/,,,,
2710,evidence,2430,mod,"Replace the generic Wikipedia election page with a direct official source that verifies Yurina Gil's candidacy; web search did not surface any meaningful AI-related record, so Verdict and Status should remain unchanged.",Codex,Source_Description,FEC candidate filing for Florida House District 26 (FEC),,,,
2710,evidence,2430,mod,"Replace the generic Wikipedia election page with a direct official source that verifies Yurina Gil's candidacy; web search did not surface any meaningful AI-related record, so Verdict and Status should remain unchanged.",Codex,URL,https://www.fec.gov/data/candidate/H6FL26041/,,,,
2711,evidence,2431,mod,"The current Wikipedia election-page row is a weak indirect source. A direct government source is available and better verifies Locklin's candidacy, while web search did not surface any substantive AI-related statements, policy pages, interviews, bills, or other direct evidence that would justify changing Status or Verdict.",Codex,Source_Description,"Filed for Florida House District 26 on March 10, 2026 (FEC)",,,,
2711,evidence,2431,mod,"The current Wikipedia election-page row is a weak indirect source. A direct government source is available and better verifies Locklin's candidacy, while web search did not surface any substantive AI-related statements, policy pages, interviews, bills, or other direct evidence that would justify changing Status or Verdict.",Codex,URL,https://www.fec.gov/data/candidate/H6FL26058/,,,,
2712,evidence,2425,del,Current row is an indirect Wikipedia election page and does not provide meaningful AI-related evidence about the candidate.,Codex,,,,,,
2713,evidence,,add,Direct congressional source showing Salazar sponsored AI-related legislation focused on protecting voice and likeness rights from AI fakes.,Codex,Candidate_Key,Florida|House FL-27|Maria Elvira Salazar,,,,
2713,evidence,,add,Direct congressional source showing Salazar sponsored AI-related legislation focused on protecting voice and likeness rights from AI fakes.,Codex,Source_Description,Sponsored bill creating voice and likeness rights against AI fakes (Congress.gov),,,,
2713,evidence,,add,Direct congressional source showing Salazar sponsored AI-related legislation focused on protecting voice and likeness rights from AI fakes.,Codex,URL,https://www.congress.gov/bill/118th-congress/house-bill/6943/text/ih,,,,
2714,evidence,,add,"Direct congressional source showing Salazar sponsored the TAKE IT DOWN Act, an AI deepfake abuse and takedown measure.",Codex,Candidate_Key,Florida|House FL-27|Maria Elvira Salazar,,,,
2714,evidence,,add,"Direct congressional source showing Salazar sponsored the TAKE IT DOWN Act, an AI deepfake abuse and takedown measure.",Codex,Source_Description,Sponsored TAKE IT DOWN Act to criminalize deepfake NCII and require takedowns (Congress.gov),,,,
2714,evidence,,add,"Direct congressional source showing Salazar sponsored the TAKE IT DOWN Act, an AI deepfake abuse and takedown measure.",Codex,URL,https://www.congress.gov/bill/119th-congress/house-bill/633,,,,
2715,evidence,,add,Direct congressional source showing Salazar sponsored additional AI guardrails for unauthorized voice and likeness replicas.,Codex,Candidate_Key,Florida|House FL-27|Maria Elvira Salazar,,,,
2715,evidence,,add,Direct congressional source showing Salazar sponsored additional AI guardrails for unauthorized voice and likeness replicas.,Codex,Source_Description,Sponsored NO FAKES Act to protect voice and likeness from unauthorized AI replicas (Congress.gov),,,,
2715,evidence,,add,Direct congressional source showing Salazar sponsored additional AI guardrails for unauthorized voice and likeness replicas.,Codex,URL,https://www.congress.gov/bill/119th-congress/house-bill/2794,,,,
2716,candidates,Florida|House FL-27|Maria Elvira Salazar,mod,"Multiple direct sources show a meaningful, repeated record of sponsoring AI deepfake and likeness-protection guardrails, which supports a positive AI-governance verdict rather than no_record.",Codex,Verdict,nice,,,,
2717,evidence,2426,mod,Replace the weak Wikipedia election-page source with a direct official FEC source confirming Fornino's active House candidacy. I did not find strong direct AI-related evidence warranting a verdict or status change.,Codex,Source_Description,Registered House candidate committee for Florida's 27th district (FEC),,,,
2717,evidence,2426,mod,Replace the weak Wikipedia election-page source with a direct official FEC source confirming Fornino's active House candidacy. I did not find strong direct AI-related evidence warranting a verdict or status change.,Codex,URL,https://www.fec.gov/data/committee/C00906321/,,,,
2718,evidence,2427,del,Current row is a generic Wikipedia election page. Direct candidate-specific sources now exist and are stronger for both identity and AI-related record verification.,Codex,,,,,,
2719,evidence,,add,Lamondin's campaign agenda includes a direct AI-related policy statement supporting protections against AI-enabled fraud.,Codex,Candidate_Key,Florida|House FL-27|Richard Lamondin,,,,
